species,condition,rhizotron,plant,leaf,date,lenght,width,coef,area
maize,ww,5,L5,L5_2,04/11,"15,3","1,1","0,75","12,62"
maize,ww,5,L5,L5_3,04/11,"30,1","1,5","0,75","33,86"
maize,ww,5,L5,L5_4,04/11,"34,5","2,4","0,77","63,76"
maize,ww,5,L5,L5_5,04/11,"10,1",2,"0,77","15,55"
maize,ww,5,L5,L5_6,04/11,0,0,0,"0,00"
maize,ww,5,L5,L5_7,04/11,0,0,0,"0,00"
maize,ww,5,L5,L5_8,04/11,0,0,0,"0,00"
maize,ww,5,L5,L5_9,04/11,0,0,0,"0,00"
maize,ww,5,R5,R5_1,04/11,"5,5","1,3","0,75","5,36"
maize,ww,5,R5,R5_2,04/11,"16,2","1,1","0,75","13,37"
maize,ww,5,R5,R5_3,04/11,"33,3","1,3","0,75","32,47"
maize,ww,5,R5,R5_4,04/11,"29,7","2,4","0,77","54,89"
maize,ww,5,R5,R5_5,04/11,"6,8","1,2","0,77","6,28"
maize,ww,5,R5,R5_6,04/11,0,0,0,"0,00"
maize,ww,5,R5,R5_7,04/11,0,0,0,"0,00"
maize,ww,5,R5,R5_8,04/11,0,0,0,"0,00"
maize,ww,5,R5,R5_9,04/11,0,0,0,"0,00"
maize,ws,6,L6,L6_1,04/11,"6,2","1,2","0,75","5,58"
maize,ws,6,L6,L6_2,04/11,"16,6",1,"0,75","12,45"
maize,ws,6,L6,L6_3,04/11,33,"1,5","0,75","37,13"
maize,ws,6,L6,L6_4,04/11,"38,4","2,5","0,77","73,92"
maize,ws,6,L6,L6_5,04/11,"14,4","1,5","0,77","16,63"
maize,ws,6,L6,L6_6,04/11,0,0,0,"0,00"
maize,ws,6,L6,L6_7,04/11,0,0,0,"0,00"
maize,ws,6,R6,R6_1,04/11,5,"1,2","0,75","4,50"
maize,ws,6,R6,R6_2,04/11,"16,8","1,1","0,75","13,86"
maize,ws,6,R6,R6_3,04/11,"34,1","1,1","0,75","28,13"
maize,ws,6,R6,R6_4,04/11,"36,3","2,6","0,77","72,67"
maize,ws,6,R6,R6_5,04/11,"15,6","1,8","0,77","21,62"
maize,ws,6,R6,R6_6,04/11,0,0,0,"0,00"
maize,ws,6,R6,R6_7,04/11,0,0,0,"0,00"
maize,ws,6,R6,R6_8,04/11,0,0,0,"0,00"
maize,ww,7,L7,L7_1,04/11,"5,5","1,3","0,75","5,36"
maize,ww,7,L7,L7_2,04/11,"16,4","1,1","0,75","13,53"
maize,ww,7,L7,L7_3,04/11,"33,6","1,5","0,75","37,80"
maize,ww,7,L7,L7_4,04/11,"34,3","2,8","0,77","73,95"
maize,ww,7,L7,L7_5,04/11,"16,2",2,"0,77","24,95"
maize,ww,7,L7,L7_6,04/11,0,0,0,"0,00"
maize,ww,7,L7,L7_7,04/11,0,0,0,"0,00"
maize,ww,7,L7,L7_8,04/11,0,0,0,"0,00"
maize,ww,7,L7,L7_9,04/11,0,0,0,"0,00"
maize,ww,7,R7,R7_1,04/11,"5,6","1,3","0,75","5,46"
maize,ww,7,R7,R7_2,04/11,"15,6","1,2","0,75","14,04"
maize,ww,7,R7,R7_3,04/11,33,"1,5","0,75","37,13"
maize,ww,7,R7,R7_4,04/11,"40,5","2,8","0,77","87,32"
maize,ww,7,R7,R7_5,04/11,"15,4","2,1","0,77","24,90"
maize,ww,7,R7,R7_6,04/11,0,0,0,"0,00"
maize,ww,7,R7,R7_7,04/11,0,0,0,"0,00"
maize,ww,7,R7,R7_8,04/11,0,0,0,"0,00"
maize,ww,7,R7,R7_9,04/11,0,0,0,"0,00"
maize,ws,8,L8,L8_1,04/11,"5,5","1,4","0,75","5,78"
maize,ws,8,L8,L8_2,04/11,"15,4","1,2","0,75","13,86"
maize,ws,8,L8,L8_3,04/11,"32,3","1,5","0,75","36,34"
maize,ws,8,L8,L8_4,04/11,42,"2,1","0,77","67,91"
maize,ws,8,L8,L8_5,04/11,20,"3,1","0,77","47,74"
maize,ws,8,L8,L8_6,04/11,0,0,0,"0,00"
maize,ws,8,L8,L8_7,04/11,0,0,0,"0,00"
maize,ws,8,L8,L8_8,04/11,0,0,0,"0,00"
maize,ws,8,R8,R8_1,04/11,"5,7","1,1","0,75","4,70"
maize,ws,8,R8,R8_2,04/11,"15,2",1,"0,75","11,40"
maize,ws,8,R8,R8_3,04/11,29,"1,3","0,75","28,28"
maize,ws,8,R8,R8_4,04/11,"31,5","2,4","0,77","58,21"
maize,ws,8,R8,R8_5,04/11,"12,5","1,7","0,77","16,36"
maize,ws,8,R8,R8_6,04/11,0,0,0,"0,00"
maize,ws,8,R8,R8_7,04/11,0,0,0,"0,00"
sorghum,ws,9,L9,L9_1,04/11,2,"0,5","0,75","0,75"
sorghum,ws,9,L9,L9_2,04/11,"5,6","0,5","0,75","2,10"
sorghum,ws,9,L9,L9_3,04/11,"15,8","0,6","0,75","7,11"
sorghum,ws,9,L9,L9_4,04/11,20,1,"0,77","15,40"
sorghum,ws,9,L9,L9_5,04/11,"9,4",1,"0,77","7,24"
sorghum,ws,9,L9,L9_6,04/11,0,0,0,"0,00"
sorghum,ws,9,L9,L9_7,04/11,0,0,0,"0,00"
sorghum,ws,9,L9,L9_8,04/11,0,0,0,"0,00"
sorghum,ws,9,L9,L9_9,04/11,0,0,0,"0,00"
sorghum,ws,9,L9,L9_10,04/11,0,0,0,"0,00"
sorghum,ws,9,L9,L9_3_1,04/11,0,0,0,"0,00"
sorghum,ws,9,L9,L9_3_2,04/11,0,0,0,"0,00"
sorghum,ws,9,L9,L9_3_3,04/11,0,0,0,"0,00"
sorghum,ws,9,L9,L9_3_4,04/11,0,0,0,"0,00"
sorghum,ws,9,L9,L9_4_1,04/11,0,0,0,"0,00"
sorghum,ws,9,R9,R9_1,04/11,"2,6","0,6","0,75","1,17"
sorghum,ws,9,R9,R9_2,04/11,"6,2","0,45","0,75","2,09"
sorghum,ws,9,R9,R9_3,04/11,15,"0,6","0,75","6,75"
sorghum,ws,9,R9,R9_4,04/11,"15,5","0,6","0,77","7,16"
sorghum,ws,9,R9,R9_5,04/11,4,"0,4","0,77","1,23"
sorghum,ws,9,R9,R9_6,04/11,0,0,0,"0,00"
sorghum,ws,9,R9,R9_7,04/11,0,0,0,"0,00"
sorghum,ws,9,R9,R9_8,04/11,0,0,0,"0,00"
sorghum,ws,9,R9,R9_9,04/11,0,0,0,"0,00"
sorghum,ws,9,R9,R9_10,04/11,0,0,0,"0,00"
sorghum,ws,9,R9,R9_3_1,04/11,0,0,0,0
sorghum,ws,9,R9,R9_4_1,04/11,0,0,0,0
sorghum,ws,9,R9,R9_4_2,04/11,0,0,0,0
sorghum,ww,10,R10,R10_1,04/11,"2,7","0,4","0,75","0,81"
sorghum,ww,10,R10,R10_2,04/11,"5,4","0,5","0,75","2,03"
sorghum,ww,10,R10,R10_3,04/11,11,"0,5","0,75","4,13"
sorghum,ww,10,R10,R10_4,04/11,"12,5","0,7","0,77","6,74"
sorghum,ww,10,R10,R10_5,04/11,0,0,0,"0,00"
sorghum,ww,10,R10,R10_6,04/11,0,0,0,"0,00"
sorghum,ww,10,R10,R10_7,04/11,0,0,0,"0,00"
sorghum,ww,10,R10,R10_8,04/11,0,0,0,"0,00"
sorghum,ww,10,R10,R10_9,04/11,0,0,0,"0,00"
sorghum,ww,10,R10,R10_10,04/11,0,0,0,"0,00"
sorghum,ww,10,R10,R10_11,04/11,0,0,0,0
sorghum,ww,10,R10,R10_4_1,04/11,0,0,0,"0,00"
sorghum,ww,10,R10,R10_4_2,04/11,0,0,0,"0,00"
sorghum,ww,10,R10,R10_4_3,04/11,0,0,0,"0,00"
sorghum,ww,10,R10,R10_4_4,04/11,0,0,0,0
sorghum,ww,10,R10,R10_5_1,04/11,0,0,0,"0,00"
sorghum,ww,10,R10,R10_5_2,04/11,0,0,0,"0,00"
sorghum,ww,10,R10,R10_5_3,04/11,0,0,0,0
sorghum,ws,11,L11,L11_1,04/11,"1,9","0,6","0,75","0,86"
sorghum,ws,11,L11,L11_2,04/11,"5,8","0,55","0,75","2,39"
sorghum,ws,11,L11,L11_3,04/11,13,"0,5","0,75","4,88"
sorghum,ws,11,L11,L11_4,04/11,"17,6","1,1","0,77","14,91"
sorghum,ws,11,L11,L11_5,04/11,7,"0,4","0,77","2,16"
sorghum,ws,11,L11,L11_6,04/11,0,0,0,"0,00"
sorghum,ws,11,L11,L11_7,04/11,0,0,0,"0,00"
sorghum,ws,11,L11,L11_8,04/11,0,0,0,"0,00"
sorghum,ws,11,L11,L11_9,04/11,0,0,0,"0,00"
sorghum,ws,11,L11,L11_10,04/11,0,0,0,"0,00"
sorghum,ws,11,L11,L11_11,04/11,0,0,0,"0,00"
sorghum,ws,11,L11,L11_4_1,04/11,0,0,0,"0,00"
sorghum,ws,11,L11,L11_4_2,04/11,0,0,0,"0,00"
sorghum,ww,12,L12,L12_1,04/11,"2,3","0,6","0,75","1,04"
sorghum,ww,12,L12,L12_2,04/11,"17,4","0,5","0,75","6,53"
sorghum,ww,12,L12,L12_3,04/11,14,"0,6","0,75","6,30"
sorghum,ww,12,L12,L12_4,04/11,15,"0,7","0,77","8,09"
sorghum,ww,12,L12,L12_5,04/11,"5,8","0,3","0,77","1,34"
sorghum,ww,12,L12,L12_6,04/11,0,0,0,"0,00"
sorghum,ww,12,L12,L12_7,04/11,0,0,0,"0,00"
sorghum,ww,12,L12,L12_8,04/11,0,0,0,"0,00"
sorghum,ww,12,L12,L12_9,04/11,0,0,0,"0,00"
sorghum,ww,12,L12,L12_10,04/11,0,0,0,"0,00"
sorghum,ww,12,L12,L12_11,04/11,0,0,0,"0,00"
sorghum,ww,12,L12,L12_12,04/11,0,0,0,0
sorghum,ww,12,L12,L12_3_1,04/11,0,0,0,"0,00"
sorghum,ww,12,L12,L12_3_2,04/11,0,0,0,"0,00"
sorghum,ww,12,L12,L12_3_3,04/11,0,0,0,"0,00"
sorghum,ww,12,L12,L12_4_1,04/11,0,0,0,"0,00"
sorghum,ww,12,L12,L12_4_2,04/11,0,0,0,"0,00"
sorghum,ww,12,L12,L12_4_3,04/11,0,0,0,"0,00"
sorghum,ww,12,L12,L12_4_4,04/11,0,0,0,0
sorghum,ww,12,L12,L12_5_1,04/11,0,0,0,"0,00"
sorghum,ww,12,L12,L12_5_2,04/11,0,0,0,"0,00"
sorghum,ww,12,L12,L12_5_3,04/11,0,0,0,0
sorghum,ww,12,L12,L12_6_1,04/11,0,0,0,0
sorghum,ww,12,L12,L12_6_2,04/11,0,0,0,0
sorghum,ws,13,L13,L13_1,04/11,2,"0,5","0,75","0,75"
sorghum,ws,13,L13,L13_2,04/11,"6,3","0,5","0,75","2,36"
sorghum,ws,13,L13,L13_3,04/11,14,"0,6","0,75","6,30"
sorghum,ws,13,L13,L13_4,04/11,"16,2","0,7","0,77","8,73"
sorghum,ws,13,L13,L13_5,04/11,"5,5","0,5","0,77","2,12"
sorghum,ws,13,L13,L13_6,04/11,0,0,0,"0,00"
sorghum,ws,13,L13,L13_7,04/11,0,0,0,"0,00"
sorghum,ws,13,L13,L13_8,04/11,0,0,0,"0,00"
sorghum,ws,13,L13,L13_9,04/11,0,0,0,"0,00"
sorghum,ws,13,L13,L13_10,04/11,0,0,0,0
sorghum,ws,13,R13,R13_1,04/11,"2,4","0,5","0,75","0,90"
sorghum,ws,13,R13,R13_2,04/11,"5,6","0,45","0,75","1,89"
sorghum,ws,13,R13,R13_3,04/11,"10,5","0,5","0,75","3,94"
sorghum,ws,13,R13,R13_4,04/11,"11,1","0,8","0,77","6,84"
sorghum,ws,13,R13,R13_5,04/11,0,0,0,"0,00"
sorghum,ws,13,R13,R13_6,04/11,0,0,0,"0,00"
sorghum,ws,13,R13,R13_7,04/11,0,0,0,"0,00"
sorghum,ws,13,R13,R13_8,04/11,0,0,0,"0,00"
sorghum,ws,13,R13,R13_9,04/11,0,0,0,"0,00"
sorghum,ww,14,L14,L14_1,04/11,"2,6","0,5","0,75","0,98"
sorghum,ww,14,L14,L14_2,04/11,"7,5","0,55","0,75","3,09"
sorghum,ww,14,L14,L14_3,04/11,"13,2","0,6","0,75","5,94"
sorghum,ww,14,L14,L14_4,04/11,16,"0,8","0,77","9,86"
sorghum,ww,14,L14,L14_5,04/11,"6,7","0,9","0,77","4,64"
sorghum,ww,14,L14,L14_6,04/11,0,0,0,"0,00"
sorghum,ww,14,L14,L14_7,04/11,0,0,0,"0,00"
sorghum,ww,14,L14,L14_8,04/11,0,0,0,"0,00"
sorghum,ww,14,L14,L14_9,04/11,0,0,0,"0,00"
sorghum,ww,14,L14,L14_10,04/11,0,0,0,"0,00"
sorghum,ww,14,L14,L14_11,04/11,0,0,0,"0,00"
sorghum,ww,14,L14,L14_12,04/11,0,0,0,"0,00"
sorghum,ww,14,L14,L14_2_1,04/11,0,0,0,"0,00"
sorghum,ww,14,L14,L14_2_2,04/11,0,0,0,"0,00"
sorghum,ww,14,L14,L14_2_3,04/11,0,0,0,"0,00"
sorghum,ww,14,L14,L14_2_4,04/11,0,0,0,"0,00"
sorghum,ww,14,L14,L14_2_5,04/11,0,0,0,"0,00"
sorghum,ww,14,L14,L14_3_1,04/11,0,0,0,"0,00"
sorghum,ww,14,L14,L14_3_2,04/11,0,0,0,"0,00"
sorghum,ww,14,L14,L14_3_3,04/11,0,0,0,"0,00"
sorghum,ww,14,L14,L14_3_4,04/11,0,0,0,"0,00"
sorghum,ww,14,L14,L14_3_5,04/11,0,0,0,"0,00"
sorghum,ww,14,L14,L14_3_6,04/11,0,0,0,"0,00"
sorghum,ww,14,L14,L14_4_1,04/11,0,0,0,"0,00"
sorghum,ww,14,L14,L14_4_2,04/11,0,0,0,"0,00"
sorghum,ww,14,L14,L14_4_3,04/11,0,0,0,"0,00"
sorghum,ww,14,L14,L14_4_4,04/11,0,0,0,"0,00"
sorghum,ww,14,L14,L14_4_5,04/11,0,0,0,"0,00"
sorghum,ww,14,L14,L14_5_1,04/11,0,0,0,0
sorghum,ww,14,L14,L14_4_5,04/11,0,0,0,0
sorghum,ww,14,R14,R14_1,04/11,"1,8","0,5","0,75","0,68"
sorghum,ww,14,R14,R14_2,04/11,5,"0,3","0,75","1,13"
sorghum,ww,14,R14,R14_3,04/11,13,"0,4","0,75","3,90"
sorghum,ww,14,R14,R14_4,04/11,15,"0,7","0,77","8,09"
sorghum,ww,14,R14,R14_5,04/11,"4,2","0,5","0,77","1,62"
sorghum,ww,14,R14,R14_6,04/11,0,0,0,"0,00"
sorghum,ww,14,R14,R14_7,04/11,0,0,0,"0,00"
sorghum,ww,14,R14,R14_8,04/11,0,0,0,"0,00"
sorghum,ww,14,R14,R14_9,04/11,0,0,0,"0,00"
sorghum,ww,14,R14,R14_10,04/11,0,0,0,"0,00"
sorghum,ww,14,R14,R14_11,04/11,0,0,0,"0,00"
sorghum,ww,14,R14,R14_12,04/11,0,0,0,0
sorghum,ww,14,R14,R14_3_1,04/11,0,0,0,"0,00"
sorghum,ww,14,R14,R14_3_2,04/11,0,0,0,"0,00"
sorghum,ww,14,R14,R14_3_3,04/11,0,0,0,"0,00"
sorghum,ww,14,R14,R14_4_1,04/11,0,0,0,"0,00"
sorghum,ww,14,R14,R14_4_2,04/11,0,0,0,"0,00"
sorghum,ww,14,R14,R14_4_3,04/11,0,0,0,"0,00"
sorghum,ww,14,R14,R14_4_4,04/11,0,0,0,0
sorghum,ww,14,R14,R14_5_1,04/11,0,0,0,"0,00"
sorghum,ww,14,R14,R14_5_2,04/11,0,0,0,"0,00"
sorghum,ww,14,R14,R14_5_3,04/11,0,0,0,"0,00"
sorghum,ww,14,R14,R14_5_4,04/11,0,0,0,0
sorghum,ww,14,R14,R14_6_1,04/11,0,0,0,0
sorghum,ww,14,R14,R14_6_1,04/11,0,0,0,0
sorghum,ws,15,L15,L15_1,04/11,"1,5","0,5","0,75","0,56"
sorghum,ws,15,L15,L15_2,04/11,4,"0,4","0,75","1,20"
sorghum,ws,15,L15,L15_3,04/11,"10,3","0,4","0,75","3,09"
sorghum,ws,15,L15,L15_4,04/11,12,"0,6","0,77","5,54"
sorghum,ws,15,L15,L15_5,04/11,"2,7","0,2","0,77","0,42"
sorghum,ws,15,L15,L15_6,04/11,0,0,0,"0,00"
sorghum,ws,15,L15,L15_7,04/11,0,0,0,"0,00"
sorghum,ws,15,L15,L15_8,04/11,0,0,0,"0,00"
sorghum,ws,15,L15,L15_9,04/11,0,0,0,"0,00"
sorghum,ws,15,L15,L15_10,04/11,0,0,0,"0,00"
sorghum,ws,15,R15,R15_1,04/11,"2,1","0,6","0,75","0,95"
sorghum,ws,15,R15,R15_2,04/11,"6,7","0,5","0,75","2,51"
sorghum,ws,15,R15,R15_3,04/11,"15,2","0,7","0,75","7,98"
sorghum,ws,15,R15,R15_4,04/11,16,"0,7","0,77","8,62"
sorghum,ws,15,R15,R15_5,04/11,"5,9","0,65","0,77","2,95"
sorghum,ws,15,R15,R15_6,04/11,0,0,0,"0,00"
sorghum,ws,15,R15,R15_7,04/11,0,0,0,"0,00"
sorghum,ws,15,R15,R15_8,04/11,0,0,0,"0,00"
sorghum,ws,15,R15,R15_9,04/11,0,0,0,"0,00"
sorghum,ws,15,R15,R15_10,04/11,0,0,0,"0,00"
sorghum,ws,15,R15,R15_11,04/11,0,0,0,"0,00"
sorghum,ws,15,R15,R15_2_1,04/11,0,0,0,"0,00"
sorghum,ws,15,R15,R15_2_2,04/11,0,0,0,"0,00"
sorghum,ws,15,R15,R15_2_3,04/11,0,0,0,"0,00"
sorghum,ws,15,R15,R15_2_4,04/11,0,0,0,0
sorghum,ws,15,R15,R15_3_1,04/11,0,0,0,"0,00"
sorghum,ws,15,R15,R15_3_2,04/11,0,0,0,"0,00"
sorghum,ws,15,R15,R15_3_3,04/11,0,0,0,"0,00"
sorghum,ws,15,R15,R15_3_4,04/11,0,0,0,"0,00"
sorghum,ws,15,R15,R15_3_5,04/11,0,0,0,"0,00"
sorghum,ws,15,R15,R15_3_6,04/11,0,0,0,"0,00"
sorghum,ws,15,R15,R15_4_1,04/11,0,0,0,"0,00"
sorghum,ws,15,R15,R15_4_2,04/11,0,0,0,"0,00"
sorghum,ws,15,R15,R15_4_3,04/11,0,0,0,"0,00"
sorghum,ws,15,R15,R15_4_4,04/11,0,0,0,"0,00"
sorghum,ww,16,R16,R16_1,04/11,"1,8","0,5","0,75","0,68"
sorghum,ww,16,R16,R16_2,04/11,"4,2","0,4","0,75","1,26"
sorghum,ww,16,R16,R16_3,04/11,"7,6","0,5","0,75","2,85"
sorghum,ww,16,R16,R16_4,04/11,11,"0,4","0,77","3,39"
sorghum,ww,16,R16,R16_5,04/11,"4,4","0,4","0,77","1,36"
sorghum,ww,16,R16,R16_6,04/11,0,0,0,"0,00"
sorghum,ww,16,R16,R16_7,04/11,0,0,0,"0,00"
sorghum,ww,16,R16,R16_8,04/11,0,0,0,"0,00"
sorghum,ww,16,R16,R16_9,04/11,0,0,0,"0,00"
sorghum,ww,16,R16,R16_10,04/11,0,0,0,"0,00"
sorghum,ww,16,R16,R16_11,04/11,0,0,0,"0,00"
sorghum,ww,16,R16,R16_12,04/11,0,0,0,"0,00"
sorghum,ww,16,R16,R16_3_1,04/11,0,0,0,"0,00"
sorghum,ww,16,R16,R16_3_2,04/11,0,0,0,"0,00"
sorghum,ww,16,R16,R16_3_3,04/11,0,0,0,"0,00"
sorghum,ww,16,R16,R16_3_4,04/11,0,0,0,"0,00"
sorghum,ww,16,R16,R16_3_5,04/11,0,0,0,"0,00"
sorghum,ww,16,R16,R16_3_6,04/11,0,0,0,"0,00"
sorghum,ww,16,R16,R16_4_1,04/11,0,0,0,"0,00"
sorghum,ww,16,R16,R16_4_2,04/11,0,0,0,"0,00"
sorghum,ww,16,R16,R16_4_3,04/11,0,0,0,"0,00"
sorghum,ww,16,R16,R16_4_4,04/11,0,0,0,"0,00"
sorghum,ww,16,R16,R16_4_5,04/11,0,0,0,"0,00"
sorghum,ww,16,R16,R16_4_6,04/11,0,0,0,0
sorghum,ww,16,R16,R16_5_1,04/11,0,0,0,"0,00"
sorghum,ww,16,R16,R16_5_2,04/11,0,0,0,"0,00"
sorghum,ww,16,R16,R16_5_3,04/11,0,0,0,"0,00"
sorghum,ww,16,R16,R16_5_4,04/11,0,0,0,0
sorghum,ww,16,R16,R16_6_1,04/11,0,0,0,"0,00"
sorghum,ww,16,R16,R16_6_2,04/11,0,0,0,"0,00"
maize,ww,1,L1,L1_1,06/11,6,"1,2","0,75","5,40"
maize,ww,1,L1,L1_2,06/11,"15,5",1,"0,75","11,63"
maize,ww,1,L1,L1_3,06/11,31,"1,5","0,75","34,88"
maize,ww,1,L1,L1_4,06/11,"43,3","2,8","0,77","93,35"
maize,ww,1,L1,L1_5,06/11,"22,1","3,6","0,77","61,26"
maize,ww,1,L1,L1_6,06/11,"3,8","0,5","0,77","1,46"
maize,ww,1,L1,L1_7,06/11,0,0,0,"0,00"
maize,ww,1,L1,L1_8,06/11,0,0,0,"0,00"
maize,ww,1,L1,L1_9,06/11,0,0,0,"0,00"
maize,ww,1,L1,L1_10,06/11,0,0,0,"0,00"
maize,ww,1,L1,L1_11,06/11,0,0,0,"0,00"
maize,ww,1,R1,R1_1,06/11,"5,6","1,4","0,75","5,88"
maize,ww,1,R1,R1_2,06/11,"14,5","1,1","0,75","11,96"
maize,ww,1,R1,R1_3,06/11,"30,8","1,5","0,75","34,65"
maize,ww,1,R1,R1_4,06/11,"44,5","2,7","0,77","92,52"
maize,ww,1,R1,R1_5,06/11,"28,2","3,8","0,77","82,51"
maize,ww,1,R1,R1_6,06/11,"8,8","1,1","0,77","7,45"
maize,ww,1,R1,R1_7,06/11,0,0,0,"0,00"
maize,ww,1,R1,R1_8,06/11,0,0,0,"0,00"
maize,ww,1,R1,R1_9,06/11,0,0,0,"0,00"
maize,ww,1,R1,R1_10,06/11,0,0,0,"0,00"
maize,ww,1,R1,R1_11,06/11,0,0,0,"0,00"
maize,ws,2,L2,L2_1,06/11,"4,3","1,4","0,75","4,52"
maize,ws,2,L2,L2_2,06/11,"11,5","1,2","0,75","10,35"
maize,ws,2,L2,L2_3,06/11,25,"1,4","0,75","26,25"
maize,ws,2,L2,L2_4,06/11,"37,2","2,2","0,77","63,02"
maize,ws,2,L2,L2_5,06/11,18,"2,15","0,77","29,80"
maize,ws,2,L2,L2_6,06/11,"3,3","0,5","0,77","1,27"
maize,ws,2,L2,L2_7,06/11,0,0,0,"0,00"
maize,ws,2,L2,L2_8,06/11,0,0,0,"0,00"
maize,ws,2,L2,L2_9,06/11,0,0,0,"0,00"
maize,ws,2,R2,R2_1,06/11,"5,5",1,"0,75","4,13"
maize,ws,2,R2,R2_2,06/11,16,1,"0,75","12,00"
maize,ws,2,R2,R2_3,06/11,30,"1,5","0,75","33,75"
maize,ws,2,R2,R2_4,06/11,"32,2","2,4","0,77","59,51"
maize,ws,2,R2,R2_5,06/11,"10,5","1,9","0,77","15,36"
maize,ws,2,R2,R2_6,06/11,0,0,0,"0,00"
maize,ws,2,R2,R2_7,06/11,0,0,0,"0,00"
maize,ws,2,R2,R2_8,06/11,0,0,0,"0,00"
maize,ww,3,L3,L3_1,06/11,5,"1,2","0,75","4,50"
maize,ww,3,L3,L3_2,06/11,13,1,"0,75","9,75"
maize,ww,3,L3,L3_3,06/11,"25,6","1,4","0,75","26,88"
maize,ww,3,L3,L3_4,06/11,"44,6",2,"0,77","68,68"
maize,ww,3,L3,L3_5,06/11,"25,7","3,1","0,77","61,35"
maize,ww,3,L3,L3_6,06/11,"7,5","0,8","0,77","4,62"
maize,ww,3,L3,L3_7,06/11,0,0,0,"0,00"
maize,ww,3,L3,L3_8,06/11,0,0,0,"0,00"
maize,ww,3,L3,L3_9,06/11,0,0,0,"0,00"
maize,ww,3,L3,L3_10,06/11,0,0,0,"0,00"
maize,ww,3,L3,L3_11,06/11,0,0,0,"0,00"
maize,ww,3,R3,R3_1,06/11,5,"1,2","0,75","4,50"
maize,ww,3,R3,R3_2,06/11,"15,5","1,1","0,75","12,79"
maize,ww,3,R3,R3_3,06/11,"32,2",1,"0,75","24,15"
maize,ww,3,R3,R3_4,06/11,40,"2,5","0,77","77,00"
maize,ww,3,R3,R3_5,06/11,17,"2,6","0,77","34,03"
maize,ww,3,R3,R3_6,06/11,0,0,0,"0,00"
maize,ww,3,R3,R3_7,06/11,0,0,0,"0,00"
maize,ww,3,R3,R3_8,06/11,0,0,0,"0,00"
maize,ww,3,R3,R3_9,06/11,0,0,0,"0,00"
maize,ww,3,R3,R3_10,06/11,0,0,0,"0,00"
maize,ws,4,L4,L4_1,06/11,"6,3","1,2","0,75","5,67"
maize,ws,4,L4,L4_2,06/11,"16,6","1,2","0,75","14,94"
maize,ws,4,L4,L4_3,06/11,"31,8","1,6","0,75","38,16"
maize,ws,4,L4,L4_4,06/11,"49,1","2,4","0,75","88,38"
maize,ws,4,L4,L4_5,06/11,29,"3,5","0,77","78,16"
maize,ws,4,L4,L4_6,06/11,"8,6","1,6","0,77","10,60"
maize,ws,4,L4,L4_7,06/11,0,0,0,"0,00"
maize,ws,4,L4,L4_8,06/11,0,0,0,"0,00"
maize,ws,4,L4,L4_9,06/11,0,0,0,"0,00"
maize,ws,4,R4,R4_1,06/11,"5,9","1,3","0,75","5,75"
maize,ws,4,R4,R4_2,06/11,"17,3","1,2","0,75","15,57"
maize,ws,4,R4,R4_3,06/11,"33,2","1,5","0,75","37,35"
maize,ws,4,R4,R4_4,06/11,"49,8","2,8","0,75","104,58"
maize,ws,4,R4,R4_5,06/11,25,"3,6","0,77","69,30"
maize,ws,4,R4,R4_6,06/11,"8,9","1,5","0,77","10,28"
maize,ws,4,R4,R4_7,06/11,0,0,0,"0,00"
maize,ws,4,R4,R4_8,06/11,0,0,0,"0,00"
maize,ws,4,R4,R4_9,06/11,0,0,0,"0,00"
maize,ww,5,L5,L5_1,06/11,"5,5","1,2","0,75","4,95"
maize,ww,5,L5,L5_2,06/11,"15,3","1,1","0,75","12,62"
maize,ww,5,L5,L5_3,06/11,"30,1","1,5","0,75","33,86"
maize,ww,5,L5,L5_4,06/11,"45,1","2,1","0,77","72,93"
maize,ww,5,L5,L5_5,06/11,25,"3,3","0,77","63,53"
maize,ww,5,L5,L5_6,06/11,"6,2","0,8","0,77","3,82"
maize,ww,5,L5,L5_7,06/11,0,0,0,"0,00"
maize,ww,5,L5,L5_8,06/11,0,0,0,"0,00"
maize,ww,5,L5,L5_9,06/11,0,0,0,"0,00"
maize,ww,5,R5,R5_1,06/11,"5,5","1,3","0,75","5,36"
maize,ww,5,R5,R5_2,06/11,"16,2","1,1","0,75","13,37"
maize,ww,5,R5,R5_3,06/11,"33,3","1,3","0,75","32,47"
maize,ww,5,R5,R5_4,06/11,"43,6","2,4","0,77","80,57"
maize,ww,5,R5,R5_5,06/11,"20,6","2,9","0,77","46,00"
maize,ww,5,R5,R5_6,06/11,"3,6","0,4","0,77","1,11"
maize,ww,5,R5,R5_7,06/11,0,0,0,"0,00"
maize,ww,5,R5,R5_8,06/11,0,0,0,"0,00"
maize,ww,5,R5,R5_9,06/11,0,0,0,"0,00"
maize,ws,6,L6,L6_1,06/11,"6,2","1,2","0,75","5,58"
maize,ws,6,L6,L6_2,06/11,"16,6",1,"0,75","12,45"
maize,ws,6,L6,L6_3,06/11,33,"1,5","0,75","37,13"
maize,ws,6,L6,L6_4,06/11,45,"2,5","0,77","86,63"
maize,ws,6,L6,L6_5,06/11,"23,2","3,4","0,77","60,74"
maize,ws,6,L6,L6_6,06/11,"5,4","0,8","0,77","3,33"
maize,ws,6,L6,L6_7,06/11,0,0,0,"0,00"
maize,ws,6,R6,R6_1,06/11,5,"1,2","0,75","4,50"
maize,ws,6,R6,R6_2,06/11,"16,8","1,1","0,75","13,86"
