species,condition,rhizotron,plant,leaf,date,height,Lenght of the leaf,Width of the leaf,Coef,area
maize,ws,8,R8,R8_5,28/10,"0,00",0,0,0,"0,00"
maize,ws,8,R8,R8_5,30/10,"0,00",0,0,0,"0,00"
maize,ws,8,R8,R8_5,01/11,"0,00",0,0,0,"0,00"
maize,ws,8,R8,R8_5,04/11,"29,60","12,5","1,7","0,5","10,63"
maize,ws,8,R8,R8_5,06/11,"41,90","23,6","3,4","0,5","40,12"
maize,ws,8,R8,R8_5,08/11,"53,70",30,"3,5","0,5","52,50"
maize,ws,8,R8,R8_5,11/11,"67,10","44,55","3,4","0,5","75,74"
maize,ws,8,R8,R8_5,13/11,"71,10","51,5","3,5","0,5","90,13"
maize,ws,8,R8,R8_5,15/11,"72,10","47,05","3,4","0,5","79,99"
maize,ws,8,R8,R8_6,28/10,"0,00",0,0,0,"0,00"
maize,ws,8,R8,R8_6,30/10,"0,00",0,0,0,"0,00"
maize,ws,8,R8,R8_6,01/11,"0,00",0,0,0,"0,00"
maize,ws,8,R8,R8_6,04/11,"0,00",0,0,0,"0,00"
maize,ws,8,R8,R8_6,06/11,"23,90","6,2","0,7","0,5","2,17"
maize,ws,8,R8,R8_6,08/11,"36,80","10,5",2,"0,5","10,50"
maize,ws,8,R8,R8_6,11/11,"51,10","23,7","3,8","0,5","45,03"
maize,ws,8,R8,R8_6,13/11,"58,60",33,"4,3","0,5","70,95"
maize,ws,8,R8,R8_6,15/11,"62,70","30,9","4,1","0,5","63,35"
maize,ws,8,R8,R8_7,28/10,"0,00",0,0,0,"0,00"
maize,ws,8,R8,R8_7,30/10,"0,00",0,0,0,"0,00"
maize,ws,8,R8,R8_7,01/11,"0,00",0,0,0,"0,00"
maize,ws,8,R8,R8_7,04/11,"0,00",0,0,0,"0,00"
maize,ws,8,R8,R8_7,06/11,"0,00",0,0,0,"0,00"
maize,ws,8,R8,R8_7,08/11,"0,00",0,0,0,"0,00"
maize,ws,8,R8,R8_7,11/11,"33,00","8,2","0,9","0,5","3,69"
maize,ws,8,R8,R8_7,13/11,"40,70",10,"1,8","0,5","9,00"
maize,ws,8,R8,R8_7,15/11,"45,60","3,7",2,"0,5","3,70"
sorghum,ws,9,R9,R9_1,28/10,"0,00",0,0,0,"0,00"
sorghum,ws,9,R9,R9_1,30/10,"5,30","2,6","0,6","0,75","1,17"
sorghum,ws,9,R9,R9_1,01/11,"5,30","2,6","0,6","0,75","1,17"
sorghum,ws,9,R9,R9_1,04/11,"5,30","2,6","0,6","0,75","1,17"
sorghum,ws,9,R9,R9_1,06/11,"5,30","2,6","0,6","0,75","1,17"
sorghum,ws,9,R9,R9_1,08/11,"5,30","2,6","0,6","0,75","1,17"
sorghum,ws,9,R9,R9_1,11/11,"5,30","2,6","0,6","0,75","1,17"
sorghum,ws,9,R9,R9_1,13/11,"5,30","2,6","0,6","0,75","1,17"
sorghum,ws,9,R9,R9_1,15/11,"5,30","2,6","0,6","0,75","1,17"
sorghum,ws,9,R9,R9_2,28/10,"0,00",0,0,0,"0,00"
sorghum,ws,9,R9,R9_2,30/10,"11,60",6,"0,5","0,5","1,50"
sorghum,ws,9,R9,R9_2,01/11,"12,00","6,2","0,45","0,75","2,09"
sorghum,ws,9,R9,R9_2,04/11,"12,00","6,2","0,45","0,75","2,09"
sorghum,ws,9,R9,R9_2,06/11,"12,00","6,2","0,45","0,75","2,09"
sorghum,ws,9,R9,R9_2,08/11,"12,00","6,2","0,45","0,75","2,09"
sorghum,ws,9,R9,R9_2,11/11,"12,00","6,2","0,45","0,75","2,09"
sorghum,ws,9,R9,R9_2,13/11,"12,00","6,2","0,45","0,75","2,09"
sorghum,ws,9,R9,R9_2,15/11,"12,00","6,2","0,45","0,75","2,09"
sorghum,ws,9,R9,R9_3,28/10,"0,00",0,0,0,"0,00"
sorghum,ws,9,R9,R9_3,30/10,"18,00",0,0,0,"0,00"
sorghum,ws,9,R9,R9_3,01/11,"20,60","14,9","1,1","0,5","8,20"
sorghum,ws,9,R9,R9_3,04/11,"17,50",15,"0,6","0,75","6,75"
sorghum,ws,9,R9,R9_3,06/11,"17,50",15,"0,6","0,75","6,75"
sorghum,ws,9,R9,R9_3,08/11,"17,50",15,"0,6","0,75","6,75"
sorghum,ws,9,R9,R9_3,11/11,"17,50",15,"0,6","0,75","6,75"
sorghum,ws,9,R9,R9_3,13/11,"17,50",15,"0,6","0,75","6,75"
sorghum,ws,9,R9,R9_3,15/11,"17,50",15,"0,6","0,75","6,75"
sorghum,ws,9,R9,R9_4,28/10,"0,00",0,0,0,"0,00"
sorghum,ws,9,R9,R9_4,30/10,"0,00",0,0,0,"0,00"
sorghum,ws,9,R9,R9_4,01/11,"15,00",0,0,0,"0,00"
sorghum,ws,9,R9,R9_4,04/11,"21,00","15,5","0,6","0,5","4,65"
sorghum,ws,9,R9,R9_4,06/11,"22,80","20,3","1,2","0,75","18,27"
sorghum,ws,9,R9,R9_4,08/11,"22,80","20,3","1,2","0,75","18,27"
sorghum,ws,9,R9,R9_4,11/11,"22,80","20,3","1,2","0,75","18,27"
sorghum,ws,9,R9,R9_4,13/11,"22,80","20,3","1,2","0,75","18,27"
sorghum,ws,9,R9,R9_4,15/11,"22,80","20,3","1,2","0,75","18,27"
sorghum,ws,9,R9,R9_5,28/10,"0,00",0,0,0,"0,00"
sorghum,ws,9,R9,R9_5,30/10,"0,00",0,0,0,"0,00"
sorghum,ws,9,R9,R9_5,01/11,"0,00",0,0,0,"0,00"
sorghum,ws,9,R9,R9_5,04/11,"9,40",4,"0,4","0,5","0,80"
sorghum,ws,9,R9,R9_5,06/11,"17,50","11,2","1,2","0,5","6,72"
sorghum,ws,9,R9,R9_5,08/11,"23,70","17,2","1,2","0,5","10,32"
sorghum,ws,9,R9,R9_5,11/11,"27,40","23,5","1,3","0,75","22,91"
sorghum,ws,9,R9,R9_5,13/11,"27,40","23,5","1,3","0,75","22,91"
sorghum,ws,9,R9,R9_5,15/11,"27,40","23,5","1,3","0,75","22,91"
sorghum,ws,9,R9,R9_6,28/10,"0,00",0,0,0,"0,00"
sorghum,ws,9,R9,R9_6,30/10,"0,00",0,0,0,"0,00"
sorghum,ws,9,R9,R9_6,01/11,"0,00",0,0,0,"0,00"
sorghum,ws,9,R9,R9_6,04/11,"0,00",0,0,0,"0,00"
sorghum,ws,9,R9,R9_6,06/11,"0,00",0,0,0,"0,00"
sorghum,ws,9,R9,R9_6,08/11,"11,90","4,5","0,6","0,5","1,35"
sorghum,ws,9,R9,R9_6,11/11,"21,90","14,8","1,9","0,5","14,06"
sorghum,ws,9,R9,R9_6,13/11,"28,60","21,3","1,4","0,5","14,91"
sorghum,ws,9,R9,R9_6,15/11,"32,85","24,9","1,4","0,5","17,43"
sorghum,ws,9,R9,R9_7,28/10,"0,00",0,0,0,"0,00"
sorghum,ws,9,R9,R9_7,30/10,"0,00",0,0,0,"0,00"
sorghum,ws,9,R9,R9_7,01/11,"0,00",0,0,0,"0,00"
sorghum,ws,9,R9,R9_7,04/11,"0,00",0,0,0,"0,00"
sorghum,ws,9,R9,R9_7,06/11,"0,00",0,0,0,"0,00"
sorghum,ws,9,R9,R9_7,08/11,"0,00",0,0,0,"0,00"
sorghum,ws,9,R9,R9_7,11/11,"9,00",0,0,0,"0,00"
sorghum,ws,9,R9,R9_7,13/11,"16,10","6,8","0,95","0,5","3,23"
sorghum,ws,9,R9,R9_7,15/11,"22,90","12,6","1,3","0,5","8,19"
